Song,Artist,Difficulty,Lv,CC,Notes,Chart designer,Version
INTERNET YAMERO,Aiobahn feat. KOTOKO,Past,4,4.5,677,該当チャンネルが停止されたため、この譜面は再生できません。,4.5.0
INTERNET YAMERO,Aiobahn feat. KOTOKO,Present,7+,7.8,987,該当チャンネルが停止されたため、この譜面は再生できません。,4.5.0
INTERNET YAMERO,Aiobahn feat. KOTOKO,Future,10,9.9,1222,該当チャンネルが停止されたため、この譜面は再生できません。,4.5.0
Bullet Waiting for Me (James Landino remix),Nikki Simmons,Past,2,2.5,325,CERiNG,4.5.0
Bullet Waiting for Me (James Landino remix),Nikki Simmons,Present,4,4.5,390,CERiNG,4.5.0
Bullet Waiting for Me (James Landino remix),Nikki Simmons,Future,8,8.1,701,CERiNG,4.5.0
Devillic Sphere,3R2,Past,4,4,490,₸öα$†ε₹,4.5.0
Devillic Sphere,3R2,Present,7+,7.8,692,₸öα$†ε₹,4.5.0
Devillic Sphere,3R2,Future,9+,9.9,1129,₸öα$†ε₹,4.5.0
Lucid Traveler,Akira Complex vs 3R2,Past,4,4.5,634,Toaster vs ₸öα$†ε₹,4.5.0
Lucid Traveler,Akira Complex vs 3R2,Present,8+,8.9,1006,Toaster vs ₸öα$†ε₹,4.5.0
Lucid Traveler,Akira Complex vs 3R2,Future,10,10.5,1341,Toaster vs ₸öα$†ε₹,4.5.0
CHAOS,Æsir,Past,5,5.5,646,絶滅,4.5.0
CHAOS,Æsir,Present,7,7.5,848,絶滅,4.5.0
CHAOS,Æsir,Future,10+,10.9,1369,絶滅,4.5.0
Used to be,KIVΛ,Past,4,4,537,Luxance,4.5.0
Used to be,KIVΛ,Present,6,6.5,675,Luxance,4.5.0
Used to be,KIVΛ,Future,9,9.2,799,Luxance + Nitro,4.5.0
Ultimate taste,ぱらどっと,Past,3,3.5,828,Arcaea Charting Team,4.6.0
Ultimate taste,ぱらどっと,Present,6,6.5,1008,Arcaea Charting Team,4.6.0
Ultimate taste,ぱらどっと,Future,9+,9.9,1405,Arcaea Charting Team【Full Flavor】,4.6.0
syūten,"Apo11o""COLLAPSAR""program ft. 大瀬良あい",Past,2,2,395,antymīs,4.6.0
syūten,"Apo11o""COLLAPSAR""program ft. 大瀬良あい",Present,5,5,446,antymīs,4.6.0
syūten,"Apo11o""COLLAPSAR""program ft. 大瀬良あい",Future,8,8.5,592,antymīs,4.6.0
DRG,onoken,Past,3,3.5,380,_NITRO,4.6.0
DRG,onoken,Present,7,7,624,_HARD,4.6.0
DRG,onoken,Future,9,9.4,872,_CHAOS,4.6.0
99 Glooms,Sta,Past,4,4,637,終点,4.6.0
99 Glooms,Sta,Present,7+,7.8,774,終点,4.6.0
99 Glooms,Sta,Future,10,10.3,1294,終点,4.6.0
͟͝͞Ⅱ́̕,Cytus,Past,5,5,690,Corrupted dataRecovery progress......100%,4.6.0
͟͝͞Ⅱ́̕,Cytus,Present,8+,8.9,816,Main_Log_702_10_25,4.6.0
͟͝͞Ⅱ́̕,Cytus,Future,10+,10.8,1051,Cam_Library_702_12_29,4.6.0
Magnolia,M2U Vocal by Guriri,Past,4,4.5,625,Lacrimosa,4.6.0
Magnolia,M2U Vocal by Guriri,Present,7+,7.8,726,Lacrimosa,4.6.0
Magnolia,M2U Vocal by Guriri,Future,10,10.2,895,Lacrimosa,4.6.0
SACRIFICE feat. ayame,Masayoshi Minoshima(ALR),Past,3,3.5,548,Luxance,4.7.0
SACRIFICE feat. ayame,Masayoshi Minoshima(ALR),Present,7,7.5,779,Luxance,4.7.0
SACRIFICE feat. ayame,Masayoshi Minoshima(ALR),Future,9+,9.7,958,Luxance,4.7.0
RGB,MEMODEMO X AQUASINE,Past,4,4,652,NO₂,4.7.0
RGB,MEMODEMO X AQUASINE,Present,7+,7.8,803,NO₂,4.7.0
RGB,MEMODEMO X AQUASINE,Future,9+,9.8,1131,NO₂,4.7.0
WAIT FOR DAWN,U-ske feat. 棗いつき,Past,2,2.5,596,én,4.7.0
WAIT FOR DAWN,U-ske feat. 棗いつき,Present,7+,7.8,636,én,4.7.0
WAIT FOR DAWN,U-ske feat. 棗いつき,Future,8+,8.7,861,én,4.7.0
Raven's Pride,みーに feat. はらもりよしな,Past,3,3,697,Exschwasion,4.7.0
Raven's Pride,みーに feat. はらもりよしな,Present,7,7,797,Exschwasion,4.7.0
Raven's Pride,みーに feat. はらもりよしな,Future,9,9.4,1030,Exschwasion,4.7.0
Rise of the World,cosMo＠暴走P,Past,4,4.5,722,N⇑TRO,4.7.0
Rise of the World,cosMo＠暴走P,Present,8,8.1,843,N⇑TRO,4.7.0
Rise of the World,cosMo＠暴走P,Future,10,10.5,1176,N⇑TRO,4.7.0
UNKNOWN LEVELS,Yuta Imai,Past,4,4,591,Toaster,4.7.0
UNKNOWN LEVELS,Yuta Imai,Present,8,8.1,771,Toaster,4.7.0
UNKNOWN LEVELS,Yuta Imai,Future,10,10.6,1149,⇓ 東星 vs Toaster ⇓,4.7.0
Abstruse Dilemma,Ashrount vs. 打打だいず,Past,5,5.5,983,Remnant ⇐ Guilt,4.7.0
Abstruse Dilemma,Ashrount vs. 打打だいず,Present,8+,8.9,1127,Remnant ⇒ Doubt,4.7.0
Abstruse Dilemma,Ashrount vs. 打打だいず,Future,11,11.3,1467,Remnant ⇑⇓ Volition,4.7.0
Kanjou no Matenrou ～Arr.Demetori,Demetori,Past,3,3.5,736,Exschwasion,4.7.2
Kanjou no Matenrou ～Arr.Demetori,Demetori,Present,6,6.5,929,Exschwasion,4.7.2
Kanjou no Matenrou ～Arr.Demetori,Demetori,Future,9+,9.8,1294,N•Ex•T,4.7.2
To the Furthest Dream,ii/night feat. 綺良雪,Past,4,4.5,836,,4.7.2
To the Furthest Dream,ii/night feat. 綺良雪,Present,8,8.5,994,,4.7.2
To the Furthest Dream,ii/night feat. 綺良雪,Future,9+,9.8,1102,,4.7.2
Remind the Souls (Short Version),Nhato,Past,3,3.5,561,Nitro,5.0.0
Remind the Souls (Short Version),Nhato,Present,7,7,756,Nitro,5.0.0
Remind the Souls (Short Version),Nhato,Future,9,9.6,945,Nitro,5.0.0
Dynitikós,Prower,Past,4,4,683,Exschwasión,5.0.0
Dynitikós,Prower,Present,7,7.5,894,Exschwasión,5.0.0
Dynitikós,Prower,Future,9,9.5,986,Exschwasión,5.0.0
Amekagura,荒谷サトル,Past,4,4,741,antymis,5.0.0
Amekagura,荒谷サトル,Present,7,7.5,851,antymis,5.0.0
Amekagura,荒谷サトル,Future,9+,9.9,1076,antymis,5.0.0
B.B.K.K.B.K.K.,nora2r,Past,4,4.5,669,E.E.X.X.E.X.X.,5.0.0
B.B.K.K.B.K.K.,nora2r,Present,7,7,708,E.E.X.X.E.X.X.,5.0.0
B.B.K.K.B.K.K.,nora2r,Future,9+,9.7,976,E.E.X.X.E.X.X.,5.0.0
Primeval Texture,くるぶっこちゃん,Past,3,3,387,CERiNG,5.0.0
Primeval Texture,くるぶっこちゃん,Present,7,7.5,525,CERiNG,5.0.0
Primeval Texture,くるぶっこちゃん,Future,9,9,810,CERiNG,5.0.0
Technicolour,Maozon,Past,3,3.5,644,KLMNOP,5.0.0
Technicolour,Maozon,Present,7,7,812,KLMNOP,5.0.0
Technicolour,Maozon,Future,9+,9.8,1140,KLMNOP,5.0.0
Logos,polysha feat. 高城みよ,Past,4,4,697,絶滅,5.0.0
Logos,polysha feat. 高城みよ,Present,7+,7.8,798,絶滅,5.0.0
Logos,polysha feat. 高城みよ,Future,10,10.2,1040,絶滅,5.0.0
Ego Eimi,BlackY feat. Risa Yuzuki,Past,5,5.5,801,東星,5.0.0
Ego Eimi,BlackY feat. Risa Yuzuki,Present,8,8.6,937,東星,5.0.0
Ego Eimi,BlackY feat. Risa Yuzuki,Future,10,10.5,1223,東星,5.0.0
Arghena,Feryquitous vs Laur,Past,7,7.5,883,"第一識 ""Reality""",5.0.0
Arghena,Feryquitous vs Laur,Present,9,9.6,1082,"第二識 ""Causality""",5.0.0
Arghena,Feryquitous vs Laur,Future,11,11.3,1444,"第三識 ""Pluriversality""",5.0.0
FANTA5Y,Moon Jelly & YUKIYANAGI,Past,3,3,536,TOA5TIE,5.1.0
FANTA5Y,Moon Jelly & YUKIYANAGI,Present,7,7,715,TOA5TIE,5.1.0
FANTA5Y,Moon Jelly & YUKIYANAGI,Future,9,9.4,965,TOA5TIE,5.1.0
Transient Space,"sleepless, Gardens, aspect",Past,2,2.5,419,CERiNG -liminal-,5.1.0
Transient Space,"sleepless, Gardens, aspect",Present,7,7,607,CERiNG -liminal-,5.1.0
Transient Space,"sleepless, Gardens, aspect",Future,9,9.5,805,CERiNG -liminal-,5.1.0
Nameless Passion,天束 feat.Sennzai,Past,3,3,681,Luxance,5.1.0
Nameless Passion,天束 feat.Sennzai,Present,7,7,890,Luxance,5.1.0
Nameless Passion,天束 feat.Sennzai,Future,9+,9.8,1223,Luxance,5.1.0
TeraVolt,Katali,Past,5,5,675,夜浪,5.1.0
TeraVolt,Katali,Present,8+,8.9,804,夜浪,5.1.0
TeraVolt,Katali,Future,10+,10.8,1008,超東星 × 雷夜浪,5.1.0
Stratoliner,C-Show,Past,3,3.5,535,Exschwasion,5.2.0
Stratoliner,C-Show,Present,6,6.5,702,Exschwasion,5.2.0
Stratoliner,C-Show,Future,9,9.6,877,Exschwasion,5.2.0
Ouvertüre,USAO & DJ Genki feat. ルーン(CV:河瀬茉希),Past,2,2.5,583,るくあんす,5.2.0
Ouvertüre,USAO & DJ Genki feat. ルーン(CV:河瀬茉希),Present,7,7.5,786,るくあんす,5.2.0
Ouvertüre,USAO & DJ Genki feat. ルーン(CV:河瀬茉希),Future,9+,9.8,913,るくあんす,5.2.0
XTREME,USAO,Past,4,4.5,752,絶滅,5.2.0
XTREME,USAO,Present,7+,7.8,831,絶滅,5.2.0
XTREME,USAO,Future,10,10.5,1258,絶滅,5.2.0
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Past,4,4.5,826,反水,5.2.0
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Present,8,8.2,1194,反水,5.2.0
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Future,10,10.5,1365,反水,5.2.0
Meta-Mysteria,DJ Noriken,Past,5,5,844,夜浪,5.2.0
Meta-Mysteria,DJ Noriken,Present,7+,7.8,905,夜浪,5.2.0
Meta-Mysteria,DJ Noriken,Future,10+,10.8,1309,VII: THE CHARIOT/夜浪,5.2.0
Alone & Lorn,Ponchi♪ feat.はぁち,Past,3,3,643,én,5.2.0
Alone & Lorn,Ponchi♪ feat.はぁち,Present,6,6.5,742,én,5.2.0
Alone & Lorn,Ponchi♪ feat.はぁち,Future,9,9.6,970,én & KLMNOP,5.2.0
Wish Upon a Snow,打打だいず,Past,4,4.5,1031,0°絶滅,5.2.0
Wish Upon a Snow,打打だいず,Present,7,7.5,1095,0°絶滅,5.2.0
Wish Upon a Snow,打打だいず,Future,10,10.5,1309,0°絶滅,5.2.0
Kanbu de Tomatte Sugu Tokeru,ARM＋夕野ヨシミ (IOSYS) feat. miko,Past,4,4,584,C7H11NO配合!!!!!!,5.2.2
Kanbu de Tomatte Sugu Tokeru,ARM＋夕野ヨシミ (IOSYS) feat. miko,Present,7,7.5,714,C7H11NO配合!!!!!!,5.2.2
Kanbu de Tomatte Sugu Tokeru,ARM＋夕野ヨシミ (IOSYS) feat. miko,Future,10,10.1,1108,C7H11NO配合!!!!!!,5.2.2
felys final remix,onoken,Past,3,3,626,Dec18,5.2.2
felys final remix,onoken,Present,6,6.5,771,Dec18,5.2.2
felys final remix,onoken,Future,9,9.5,1130,Dec18,5.2.2
On And On!! feat. Jenga,ETIA.,Past,3,3,370,én and én!!,5.2.2
On And On!! feat. Jenga,ETIA.,Present,7,7,616,én and én!!,5.2.2
On And On!! feat. Jenga,ETIA.,Future,9,9.5,836,én and én!!,5.2.2
LIVHT MY WΔY,かめりあ feat. STΔRLIVHT,Past,4,4.5,673,"k//eternal + nitro""ephemeral past""",5.2.2
LIVHT MY WΔY,かめりあ feat. STΔRLIVHT,Present,7,7.5,738,"k//eternal + nitro""recursive present""",5.2.2
LIVHT MY WΔY,かめりあ feat. STΔRLIVHT,Future,9+,9.8,954,"k//eternal + nitro""convergent future""",5.2.2
Hotarubi no Yuki,Endorfin.,Past,3,3.5,589,0°Nitro,5.2.6
Hotarubi no Yuki,Endorfin.,Present,7,7,733,0°Nitro,5.2.6
Hotarubi no Yuki,Endorfin.,Future,9+,9.7,991,0°Nitro,5.2.6
The Formula,Junk,Past,3,3,427,Dec18,5.3.0
The Formula,Junk,Present,6,6,587,Dec18,5.3.0
The Formula,Junk,Future,9,9.3,957,Dec18,5.3.0
Luna Rossa,r0y,Past,3,3,443,Luxance,5.3.0
Luna Rossa,r0y,Present,6,6,578,Luxance,5.3.0
Luna Rossa,r0y,Future,9+,9.7,920,Luxance,5.3.0
Jingle,DJ Noriken,Past,2,2.5,530,Exschwasion,5.4.0
Jingle,DJ Noriken,Present,5,5.5,741,Exschwasion,5.4.0
Jingle,DJ Noriken,Future,7+,7.8,848,Exschwasion,5.4.0
Jingle,DJ Noriken,Eternal,9,9.5,1047,KLMNOP,5.4.0
Innocence,Powerless feat. Sennzai,Past,3,3,734,First Dawn,5.4.0
Innocence,Powerless feat. Sennzai,Present,6,6.5,811,First Dawn,5.4.0
Innocence,Powerless feat. Sennzai,Future,8,8.5,1023,First Dawn,5.4.0
Innocence,Powerless feat. Sennzai,Eternal,9+,9.7,1157,First Dawn,5.4.0
IONOSTREAM,Tatsh,Past,3,3.5,845,Nitro,5.4.0
IONOSTREAM,Tatsh,Present,6,6,890,Nitro,5.4.0
IONOSTREAM,Tatsh,Future,8+,8.7,818,Dec18 + Nitro,5.4.0
IONOSTREAM,Tatsh,Eternal,9+,9.7,871,Dec18 + Nitro,5.4.0
Aleph-0,LeaF,Past,5,5.5,388,ə₀,5.4.0
Aleph-0,LeaF,Present,8+,8.8,579,ə₀,5.4.0
Aleph-0,LeaF,Future,10,10.5,919,ə₀,5.4.0
Masquerade Legion,Srav3R & DJ Noriken,Past,3,3.5,510,Nitro 「The Veiled」,5.4.0
Masquerade Legion,Srav3R & DJ Noriken,Present,6,6.5,698,Nitro 「The Veiled」,5.4.0
Masquerade Legion,Srav3R & DJ Noriken,Future,10,10,1064,Nitro 「The Veiled」,5.4.0
KYOREN ROMANCE,REDALiCE vs DJ Myosuke feat. DELUTAYA,Past,4,4,821,Dec18 + Nitro,5.4.0
KYOREN ROMANCE,REDALiCE vs DJ Myosuke feat. DELUTAYA,Present,7+,7.8,982,Dec18 + Nitro,5.4.0
KYOREN ROMANCE,REDALiCE vs DJ Myosuke feat. DELUTAYA,Future,10+,10.7,1519,Dec18 + Nitro,5.4.0
Qovat,owl＊tree,Past,4,4.5,519,ex＊tree,5.4.0
Qovat,owl＊tree,Present,8,8.2,765,ex＊tree,5.4.0
Qovat,owl＊tree,Future,10,10.4,1299,ny＊tree,5.4.0
HELLOHELL,暁Records,Past,2,2.5,466,én,5.5.0
HELLOHELL,暁Records,Present,5,5,445,én,5.5.0
HELLOHELL,暁Records,Future,7,7.5,673,én,5.5.0
HELLOHELL,暁Records,Eternal,9,9.3,770,eién,5.5.0
〇、,Kolaa & 熊子,Past,2,2.5,368,CERiNG、,5.5.0
〇、,Kolaa & 熊子,Present,6,6.5,519,CERiNG、,5.5.0
〇、,Kolaa & 熊子,Future,9,9.5,708,CERiNG、,5.5.0
Awaken In Ruins,Supa7onyz,Past,3,3.5,412,antymis,5.5.0
Awaken In Ruins,Supa7onyz,Present,7,7.5,570,antymis,5.5.0
Awaken In Ruins,Supa7onyz,Future,9+,9.7,754,antymis,5.5.0
MORNINGLOOM,saaa,Past,3,3,710,Exschwasion • 8:00,5.5.0
MORNINGLOOM,saaa,Present,6,6.5,829,Exschwasion • 8:21,5.5.0
MORNINGLOOM,saaa,Future,8+,8.8,940,Exschwasion • 8:45,5.5.0
MORNINGLOOM,saaa,Eternal,9+,9.8,1035,Exschwasion • 8:46,5.5.0
Lethal Voltage,siqlo,Past,4,4.5,724,moonquay [EMP],5.5.0
Lethal Voltage,siqlo,Present,7+,7.8,922,moonquay [FLASH],5.5.0
Lethal Voltage,siqlo,Future,10,10.4,1497,moonquay [SHOCK],5.5.0
MIRINAE,TAK × Zekk,Past,4,4.5,646,N↑TRO,5.5.0
MIRINAE,TAK × Zekk,Present,8,8.3,881,N↑TRO,5.5.0
MIRINAE,TAK × Zekk,Future,10,10.4,1277,N↑TRO,5.5.0
ultradiaxon-N3,nitro (lowiro),Past,4,4.5,605,Nitro,5.5.8
ultradiaxon-N3,nitro (lowiro),Present,8,8.5,896,Nitro,5.5.8
ultradiaxon-N3,nitro (lowiro),Future,10,10.3,1228,Nitro,5.5.8
Leave All Behind,rider,Past,2,2,380,Luxance,5.6.0
Leave All Behind,rider,Present,5,5.5,488,Luxance,5.6.0
Leave All Behind,rider,Future,9,9.2,828,Luxance,5.6.0
Distorted Fate,Sakuzyo,Past,4,4.5,756,Toaster,5.6.0
Distorted Fate,Sakuzyo,Present,7+,7.8,890,Toaster,5.6.0
Distorted Fate,Sakuzyo,Future,9,9.6,1172,Toaster,5.6.0
Distorted Fate,Sakuzyo,Eternal,10+,10.8,1402,TOASTER DATA PATCHER,5.6.0
Floating World,baker feat. botan,Past,3,3,753,én,5.6.0
Floating World,baker feat. botan,Present,7,7,793,én,5.6.0
Floating World,baker feat. botan,Future,9,9.3,1047,én,5.6.0
Chromafill,ていぬ,Past,4,4,757,exschwasion -彩色-,5.6.0
Chromafill,ていぬ,Present,7,7,890,exschwasion -彩色-,5.6.0
Chromafill,ていぬ,Future,10,10,1130,exschwasion -彩色-,5.6.0
Désive,MisomyL,Past,5,5,1007,Yearning Call,5.6.0
Désive,MisomyL,Present,8,8,1051,Yearning Call,5.6.0
Désive,MisomyL,Future,9+,9.9,1273,Yearning Call,5.6.0
Désive,MisomyL,Eternal,10+,10.8,1340,Yearning Call,5.6.0
Hidden Rainbows of Epicurus,SYNC.ART'S feat.Misato,Past,2,2.5,595,Dec18,5.7.0
Hidden Rainbows of Epicurus,SYNC.ART'S feat.Misato,Present,5,5.5,644,Dec18,5.7.0
Hidden Rainbows of Epicurus,SYNC.ART'S feat.Misato,Future,7,7.5,783,Dec18,5.7.0
Hidden Rainbows of Epicurus,SYNC.ART'S feat.Misato,Eternal,8+,8.8,884,Dec18,5.7.0
Twilight Concerto,Scarlette,Past,4,4.5,584,Exschwasion,5.7.0
Twilight Concerto,Scarlette,Present,7+,7.8,634,Exschwasion,5.7.0
Twilight Concerto,Scarlette,Future,9,9.5,803,Exschwasion,5.7.0
Twilight Concerto,Scarlette,Eternal,10,10.5,962,Exschwasion,5.7.0
Old School Salvage,DJ SHARPNEL,Past,4,4,705,antymis,5.7.0
Old School Salvage,DJ SHARPNEL,Present,7+,7.8,950,antymis,5.7.0
Old School Salvage,DJ SHARPNEL,Future,9+,9.8,1316,antymis + Nitro,5.7.0
Beautiful Dreamer,M-Project,Past,4,4,611,CERiNG,5.7.0
Beautiful Dreamer,M-Project,Present,7+,7.8,773,CERiNG,5.7.0
Beautiful Dreamer,M-Project,Future,9+,9.9,1139,CERiNG,5.7.0
Back to Basics,m1dy,Past,5,5,717,夜浪 THE FUMEn ANARCHIST,5.7.0
Back to Basics,m1dy,Present,8+,8.7,1115,夜浪 THE FUMEn ANARCHIST,5.7.0
Back to Basics,m1dy,Future,10,10.6,1544,夜浪 THE FUMEn ANARCHIST,5.7.0
STARGATE EXTREME,KARUT,Past,4,4,337,én,5.8.0
STARGATE EXTREME,KARUT,Present,6,6,430,én,5.8.0
STARGATE EXTREME,KARUT,Future,9,9.3,724,én,5.8.0
STARGATE EXTREME,KARUT,Eternal,9+,9.9,915,eién,5.8.0
"Sign of ""10.5km""",渡部恭久,Past,3,3,490,Dec18,5.8.0
"Sign of ""10.5km""",渡部恭久,Present,6,6.5,564,Dec18,5.8.0
"Sign of ""10.5km""",渡部恭久,Future,9,9.2,735,Dec18,5.8.0
10pt8ion,Lite Show Magic,Past,4,4,475,Nitro,5.8.0
10pt8ion,Lite Show Magic,Present,7+,7.8,704,Nitro,5.8.0
10pt8ion,Lite Show Magic,Future,9+,9.8,906,Nite Schwa Power,5.8.0
10pt8ion,Lite Show Magic,Eternal,10,10.5,1087,Nite Schwa Power,5.8.0
Black MInD,COSIO,Past,5,5,601,聖輪,5.8.0
Black MInD,COSIO,Present,8,8,754,聖輪,5.8.0
Black MInD,COSIO,Future,10+,10.8,1274,聖輪,5.8.0
HYPER VISION,VOLTA,Past,4,4.5,639,NITRO,5.8.0
HYPER VISION,VOLTA,Present,7,7.5,839,NITRO,5.8.0
HYPER VISION,VOLTA,Future,9+,9.8,1040,NITRO,5.8.0
Distortion Human,DJ Myosuke & KAJI,Past,3,3,544,ディストーション・ルクアンス,5.9.0
Distortion Human,DJ Myosuke & KAJI,Present,6,6.5,841,ディストーション・ルクアンス,5.9.0
Distortion Human,DJ Myosuke & KAJI,Future,9+,9.9,1317,ディストーション・ルクアンス,5.9.0
shrink,Shohei Tsuchiya(ZUNTATA),Past,3,3.5,451,Dec18,5.9.0
shrink,Shohei Tsuchiya(ZUNTATA),Present,7,7,660,Dec18,5.9.0
shrink,Shohei Tsuchiya(ZUNTATA),Future,9+,9.8,939,Dec18,5.9.0
In Vain,ryhki,Past,3,3.5,562,CERiNG,5.9.0
In Vain,ryhki,Present,6,6.5,677,CERiNG,5.9.0
In Vain,ryhki,Future,9,9.5,1111,CERiNG,5.9.0
Hypnotize,rejection,Past,3,3.5,518,én,5.9.0
Hypnotize,rejection,Present,7,7,761,én,5.9.0
Hypnotize,rejection,Future,8+,8.9,993,én,5.9.0
Hypnotize,rejection,Eternal,9+,9.9,1164,én × nitro「The Radical」,5.9.0
Ashen 6oundary,YUKIYANAGI,Past,4,4.5,702,[NITRO],5.9.0
Ashen 6oundary,YUKIYANAGI,Present,7+,7.8,813,[NITRO],5.9.0
Ashen 6oundary,YUKIYANAGI,Future,9+,9.9,1183,[NITRO],5.9.0
Judgement,Tatsunoshin,Past,5,5.5,844,絶滅 » collapse,5.9.0
Judgement,Tatsunoshin,Present,8,8.6,1055,絶滅 » collapse,5.9.0
Judgement,Tatsunoshin,Future,10,10.5,1432,絶滅 » collapse,5.9.0
ALTER EGO,Yuta Imai vs Qlarabelle,Past,6,6.5,865,Article V《Observation》,5.9.0
ALTER EGO,Yuta Imai vs Qlarabelle,Present,9,9.2,1213,Article VI《Hypothesis》,5.9.0
ALTER EGO,Yuta Imai vs Qlarabelle,Future,10,10.5,1466,Article VII《Analysis》,5.9.0
ALTER EGO,Yuta Imai vs Qlarabelle,Eternal,11,11.3,1644,Article 0x8《Enmity》,5.9.0
epitaxy,Camellia,Past,3,3,826,Dec18,5.10.0
epitaxy,Camellia,Present,6,6,939,Dec18,5.10.0
epitaxy,Camellia,Future,8,8.6,1177,Dec18,5.10.0
epitaxy,Camellia,Eternal,9,9.6,1410,Dec18,5.10.0
Waltz for Lorelei,Sobrem & 庭師,Past,2,2.5,664,antymis,5.10.0
Waltz for Lorelei,Sobrem & 庭師,Present,5,5.5,814,antymis,5.10.0
Waltz for Lorelei,Sobrem & 庭師,Future,8+,8.8,916,antymis,5.10.0
Waltz for Lorelei,Sobrem & 庭師,Eternal,9+,9.8,999,antymis,5.10.0
Dual Doom Deathmatch,Kobaryo vs HyuN,Past,3,3.5,838,NITRO,5.10.0
Dual Doom Deathmatch,Kobaryo vs HyuN,Present,6,6.5,830,NITRO,5.10.0
Dual Doom Deathmatch,Kobaryo vs HyuN,Future,8+,8.9,1094,NITRO,5.10.0
Dual Doom Deathmatch,Kobaryo vs HyuN,Eternal,10,10.3,1292,NITRO,5.10.0
Inverted World,ARForest,Past,3,3,525,↑én↓,5.10.0
Inverted World,ARForest,Present,7,7,646,↑én↓,5.10.0
Inverted World,ARForest,Future,9,9.5,940,↑én↓,5.10.0
Inverted World,ARForest,Eternal,10+,10.7,1065,聖輪↓↑夜浪,5.10.0
MVURBD,ETIA.,Past,4,4.5,999,絶滅,5.10.0
MVURBD,ETIA.,Present,7+,7.8,1031,絶滅,5.10.0
MVURBD,ETIA.,Future,10,10.6,1497,絶滅,5.10.0
Vulcānus,Team Grimoire vs Aoi,Past,5,5.5,968,Volution,5.10.0
Vulcānus,Team Grimoire vs Aoi,Present,8,8.5,1234,Volution CCCLX,5.10.0
Vulcānus,Team Grimoire vs Aoi,Future,10+,10.9,1542,Volution IV,5.10.0
Rain of Conflict in a Radiant Abyss,ak+q,Past,5,5,831,Nitro “v20170309”,5.10.2
Rain of Conflict in a Radiant Abyss,ak+q,Present,7+,7.8,934,Nitro “v20170309”,5.10.2
Rain of Conflict in a Radiant Abyss,ak+q,Future,9,9.5,1164,Nitro “v20170309”,5.10.2
Rain of Conflict in a Radiant Abyss,ak+q,Eternal,10,10.5,1247,Nitro meets Toaster “v20170309”,5.10.2
Saint or Sinner,crayvxn,Past,3,3,447,小終点,5.10.4
Saint or Sinner,crayvxn,Present,6,6,563,小終点,5.10.4
Saint or Sinner,crayvxn,Future,8+,8.8,906,小終点,5.10.4
Hailstone,Kazki Misora,Past,3,3.5,534,raycast,5.10.4
Hailstone,Kazki Misora,Present,7,7,651,raycast,5.10.4
Hailstone,Kazki Misora,Future,9+,9.7,1002,raycast,5.10.4
FURETE-MITAI,みきとP,Past,2,2.5,447,nora::neko,5.10.4
FURETE-MITAI,みきとP,Present,6,6,523,nora::neko,5.10.4
FURETE-MITAI,みきとP,Future,8,8.4,763,nora::neko,5.10.4
FURETE-MITAI,みきとP,Eternal,9,9.4,841,nora::neko,5.10.4
Gensou no Satellite,豚乙女,Past,2,2.5,721,Luxance,5.10.4
Gensou no Satellite,豚乙女,Present,6,6.5,783,Luxance,5.10.4
Gensou no Satellite,豚乙女,Future,8+,8.7,992,Luxance,5.10.4
Gensou no Satellite,豚乙女,Eternal,10,10.1,1139,Luxance,5.10.4
Prayer,qfeileadh&レゾナンスもえこ,Past,2,2.5,419,nora::neko,5.10.6
Prayer,qfeileadh&レゾナンスもえこ,Present,5,5.5,479,nora::neko,5.10.6
Prayer,qfeileadh&レゾナンスもえこ,Future,8,8.2,591,nora::neko,5.10.6
Prayer,qfeileadh&レゾナンスもえこ,Eternal,9,9.1,714,nora::neko,5.10.6
Crimson Quartz,DiGiTAL WiNG with 空音,Past,3,3,569,raycast,5.10.6
Crimson Quartz,DiGiTAL WiNG with 空音,Present,6,6,615,raycast,5.10.6
Crimson Quartz,DiGiTAL WiNG with 空音,Future,8+,8.8,861,raycast,5.10.6
Crimson Quartz,DiGiTAL WiNG with 空音,Eternal,9+,9.8,1200,raycast,5.10.6
Third Sun,Ash Astral,Past,3,3.5,532,NEO NITRO,5.10.6
Third Sun,Ash Astral,Present,7,7,702,NEO NITRO,5.10.6
Third Sun,Ash Astral,Future,9,9.4,811,NEO NITRO,5.10.6
Third Sun,Ash Astral,Eternal,10,10,1043,NEO NITRO,5.10.6
Spirit of the Dauntless,KO3 & Relect,Past,4,4.5,693,絶滅,5.10.6
Spirit of the Dauntless,KO3 & Relect,Present,7+,7.8,957,絶滅,5.10.6
Spirit of the Dauntless,KO3 & Relect,Future,10,10.5,1207,絶滅,5.10.6
Dies irae,お月さま交響曲,Past,4,4.5,632,M理論,5.10.6
Dies irae,お月さま交響曲,Present,7,7.5,802,M理論,5.10.6
Dies irae,お月さま交響曲,Future,9,9.5,1052,M理論,5.10.6
Dies irae,お月さま交響曲,Eternal,10,10.6,1263,M理論,5.10.6
astral.exe,Synzak & Laxeno57,Past,3,3,654,antymis.exe,6.0.0
